CustomerID,Recency,Frequency,Monetary,RFM_Baseline_Group,KMeans_k2,KMeans_k3,Hierarchical_k2,GMM_k2,GMM_k8_Diagnostic
14346,28,2,1021.58,2,1,2,0,0,6
14348,168,1,409.57,1,0,1,1,1,3
14350,182,1,282.93,0,0,1,1,1,3
14351,72,1,51.0,0,0,2,1,1,0
14352,65,4,1078.96,2,1,0,0,0,7
14353,123,1,90.6,0,0,1,1,1,0
14355,273,1,174.4,0,0,1,1,1,3
14360,2,1,1124.49,2,1,2,0,0,0
14364,16,8,3717.35,3,1,0,0,0,5
14367,45,10,5419.7,3,1,0,0,0,5
14368,227,1,155.0,0,0,1,1,1,3
14371,203,1,100.5,0,0,1,1,1,3
14373,266,1,76.55,0,0,1,1,1,3
14375,93,1,235.56,1,0,2,1,1,0
14377,99,2,617.05,1,0,2,0,1,6
14379,203,1,110.98,0,0,1,1,1,3
14383,71,1,242.09,1,0,2,1,1,0
14386,204,1,142.4,0,0,1,1,1,3
14387,17,1,440.76,2,0,2,0,0,0
14388,29,5,1835.1100000000001,3,1,0,0,0,5
14389,98,1,311.14,0,0,2,1,1,0
14390,52,4,1590.71,2,1,0,0,0,7
14393,126,1,67.95,0,0,1,1,1,0
14395,85,6,1952.3200000000002,3,1,0,0,0,1
14396,279,1,110.35000000000001,0,0,1,1,1,3
14397,1,10,1036.12,3,1,0,0,0,2
14400,57,1,574.7,1,0,2,0,0,0
14401,3,10,3079.38,3,1,0,0,0,2
14403,38,4,1475.81,2,1,0,0,0,7
14404,16,5,1322.52,3,1,0,0,0,5
14406,27,1,156.75,1,0,2,1,1,0
14407,15,5,2142.73,3,1,0,0,0,5
14408,2,6,2290.81,3,1,0,0,0,5
14409,30,5,1943.73,3,1,0,0,0,5
14410,0,9,1100.27,3,1,0,0,0,2
14411,218,1,1063.0,1,0,1,1,1,3
14413,270,1,121.05,0,0,1,1,1,3
14414,7,6,1311.1399999999999,3,1,0,0,0,5
14415,6,9,3766.13,3,1,0,0,0,2
14418,16,1,150.44,1,0,2,1,1,0
14419,160,2,307.14,1,0,1,1,1,6
14420,7,1,387.52,1,0,2,0,0,0
14421,119,1,455.18,1,0,2,1,1,0
14422,78,2,1032.15,2,1,2,0,0,6
14423,126,1,265.2,0,0,1,1,1,0
14426,48,6,2885.58,3,1,0,0,0,5
14428,147,2,330.62,1,0,1,1,1,6
14431,210,1,470.36,0,0,1,1,1,3
14436,6,1,89.06,1,0,2,1,1,0
14437,273,1,63.0,0,0,1,1,1,3
14438,214,1,131.9,0,0,1,1,1,3
14439,227,1,2661.24,1,0,1,1,1,0
14440,224,2,1185.71,1,0,1,1,1,6
14441,2,2,697.4000000000001,2,1,2,0,0,6
14442,112,2,1589.82,1,1,2,0,1,6
14443,46,3,991.52,2,1,2,0,0,4
14446,154,1,303.04,0,0,1,1,1,0
14447,104,2,601.03,1,0,2,0,1,6
14448,272,1,102.35000000000001,0,0,1,1,1,3
14449,154,2,399.91,1,0,1,1,1,6
14450,88,3,483.25,2,0,2,0,0,4
14451,102,1,360.0,0,0,2,1,1,0
14452,1,1,127.37,1,0,2,1,1,0
14453,98,1,119.93,0,0,2,1,1,0
14456,39,3,636.65,2,1,2,0,0,4
14457,218,1,113.64,0,0,1,1,1,3
14459,63,1,1837.92,2,0,2,0,1,0
14460,18,3,434.34,2,1,2,0,0,4
14461,56,3,2103.06,2,1,0,0,0,4
14462,28,9,1510.65,3,1,0,0,0,5
14463,6,3,529.62,2,1,2,0,0,4
14465,154,3,1038.44,2,0,2,1,1,4
14466,23,5,1580.45,3,1,0,0,0,5
14467,220,1,131.7,0,0,1,1,1,3
14470,195,1,297.64,0,0,1,1,1,3
14472,11,8,1852.67,3,1,0,0,0,5
14473,190,1,85.0,0,0,1,1,1,3
14475,94,2,622.17,1,0,2,0,1,6
14476,165,1,193.0,0,0,1,1,1,3
14477,92,2,523.0,1,0,2,0,1,6
14479,161,2,316.25,1,0,1,1,1,6
14481,72,2,636.51,1,0,2,0,0,6
14482,7,2,465.95000000000005,2,1,2,0,0,6
14483,189,1,137.1,0,0,1,1,1,3
14487,276,1,125.10000000000001,0,0,1,1,1,3
14489,115,1,463.38,1,0,2,1,1,0
14491,83,2,340.93,1,0,2,1,1,6
14493,63,1,611.22,1,0,2,0,1,0
14495,29,1,40.599999999999994,1,0,2,1,1,0
14496,219,2,538.8100000000001,1,0,1,1,1,6
14497,217,1,475.37,0,0,1,1,1,3
14498,24,4,1281.79,2,1,0,0,0,7
14499,41,2,367.81,1,0,2,0,0,6
14500,20,2,335.85,1,0,2,0,0,6
14501,91,2,251.21,1,0,2,1,1,6
14502,57,7,1163.22,2,1,0,0,0,5
14503,86,1,597.07,1,0,2,1,1,0
14504,151,3,542.71,1,0,2,1,1,4
14505,17,6,4222.74,3,1,0,0,0,5
14506,70,3,818.96,2,1,2,0,0,4
14507,9,4,924.6899999999999,3,1,0,0,0,7
14511,0,2,329.89,2,0,2,0,0,6
14512,95,2,275.28,1,0,2,1,1,6
14513,8,3,455.59000000000003,2,1,2,0,0,4
14514,109,2,403.11,1,0,2,1,1,6
14515,99,2,765.65,1,0,2,0,1,6
14517,49,1,252.45,1,0,2,1,1,0
14520,198,1,165.0,0,0,1,1,1,3
14522,0,2,760.6999999999999,2,1,2,0,0,6
14523,16,1,241.09,1,0,2,1,1,0
14524,86,5,1028.87,2,1,0,0,0,1
14525,8,7,2820.29,3,1,0,0,0,5
14527,6,40,5281.42,3,1,0,0,0,2
14529,18,1,135.24,1,0,2,1,1,0
14530,1,5,2482.32,3,1,0,0,0,5
14532,144,4,932.85,2,1,2,0,0,7
14533,20,2,734.98,2,1,2,0,0,6
14534,3,14,3031.39,3,1,0,0,0,2
14535,35,2,1652.81,2,1,2,0,0,6
14536,167,1,170.95,0,0,1,1,1,3
14538,164,1,106.5,0,0,1,1,1,3
14540,217,1,195.9,0,0,1,1,1,3
14541,76,7,1307.3500000000001,2,1,0,0,0,1
14542,93,1,103.25,0,0,2,1,1,0
14543,16,13,3234.5,3,1,0,0,0,2
14544,269,1,1101.77,1,0,1,1,1,3
14546,109,2,874.88,1,0,2,0,1,6
14548,58,2,652.8,1,0,2,0,0,6
14549,219,1,289.24,0,0,1,1,1,3
14551,112,1,125.43,0,0,1,1,1,0
14552,59,1,164.22,0,0,2,1,1,0
14553,126,2,312.32,1,0,2,1,1,6
14555,210,1,186.34,0,0,1,1,1,3
14560,2,15,1565.2,3,1,0,0,0,2
14561,70,2,566.99,1,0,2,0,0,6
14562,0,7,2309.38,3,1,0,0,0,5
14565,3,4,2949.12,3,1,0,0,0,7
14566,18,1,1432.0,2,1,2,0,0,0
14567,38,1,800.76,2,0,2,0,0,0
14570,188,2,218.06,0,0,1,1,1,6
14572,18,5,2063.2400000000002,3,1,0,0,0,5
14573,87,9,1639.82,2,1,0,0,0,1
14576,280,1,35.400000000000006,0,0,1,1,1,3
14577,71,3,646.64,2,1,2,0,0,4
14583,52,4,741.72,2,1,2,0,0,7
14584,77,4,1033.06,2,1,2,0,0,7
14586,184,1,237.36,0,0,1,1,1,3
14587,92,8,1452.68,2,1,0,0,0,1
14589,279,1,39.75,0,0,1,1,1,3
14591,121,1,204.02,0,0,1,1,1,0
14593,106,2,339.59,1,0,2,1,1,6
14594,281,1,255.0,0,0,1,1,1,3
14595,221,1,163.8,0,0,1,1,1,3
14597,99,1,165.1,0,0,2,1,1,0
14600,213,1,393.33000000000004,0,0,1,1,1,3
14603,182,1,660.0,0,0,1,1,1,3
14606,1,70,9388.91,3,1,0,0,0,2
14607,169,1,495.0,1,0,1,1,1,3
14608,270,1,204.0,0,0,1,1,1,3
14609,51,3,486.36,2,1,2,0,0,4
14616,150,3,406.08000000000004,1,0,1,1,1,4
14618,245,1,211.8,0,0,1,1,1,3
14619,153,1,394.44,0,0,1,1,1,0
14620,113,2,412.78000000000003,1,0,2,1,1,6
14621,64,3,1002.91,2,1,2,0,0,4
14622,92,1,320.58000000000004,1,0,2,1,1,0
14623,24,3,606.16,2,1,2,0,0,4
14625,104,2,899.63,1,0,2,0,1,6
14626,30,2,1571.29,2,1,2,0,0,6
14628,150,1,331.58000000000004,0,0,1,1,1,0
14631,143,2,630.08,1,0,2,1,1,6
14632,170,1,114.56,0,0,1,1,1,3
14633,174,1,344.90000000000003,0,0,1,1,1,3
14636,176,1,300.19,0,0,1,1,1,3
14639,28,4,1989.23,3,1,0,0,0,7
14640,35,4,1483.3600000000001,2,1,0,0,0,7
14643,78,2,693.8100000000001,1,0,2,0,0,6
14644,206,1,187.50000000000003,0,0,1,1,1,3
14645,64,2,597.09,1,0,2,0,0,6
14646,0,42,177729.62,3,1,0,0,0,2
14647,109,1,236.04000000000002,0,0,2,1,1,0
14649,120,2,582.12,1,0,2,0,1,6
14651,119,1,415.47,1,0,2,1,1,0
14653,246,1,344.81,0,0,1,1,1,3
14655,130,1,810.56,1,0,2,1,1,0
14656,77,2,291.05,1,0,2,1,1,6
14657,63,3,638.94,2,1,2,0,0,4
14658,25,1,123.14,1,0,2,1,1,0
14659,53,6,1641.55,2,1,0,0,0,5
14660,8,1,128.95,1,0,2,1,1,0
14662,142,3,512.28,1,0,2,1,1,4
14665,204,3,731.66,1,0,1,1,1,4
14667,2,18,6011.46,3,1,0,0,0,2
14669,149,3,1259.24,2,0,2,1,1,4
14670,188,2,392.86,0,0,1,1,1,6
14672,142,2,765.55,1,0,2,1,1,6
14673,275,1,373.49,0,0,1,1,1,3
14676,55,4,1690.92,2,1,0,0,0,7
14680,3,14,25422.56,3,1,0,0,0,2
14681,119,1,393.95,0,0,2,1,1,0
14682,95,2,52.0,1,0,2,1,1,6
14684,123,2,493.44,1,0,2,0,1,6
14687,14,1,628.38,2,0,2,0,0,0
14688,0,16,4186.45,3,1,0,0,0,2
14689,116,1,112.8,0,0,1,1,1,0
14690,59,1,212.56,0,0,2,1,1,0
14691,4,2,1274.68,2,1,2,0,0,6
14692,45,4,591.55,2,1,2,0,0,7
14693,172,1,172.9,0,0,1,1,1,3
14696,27,5,1458.54,3,1,0,0,0,5
14697,126,2,188.60999999999999,0,0,1,1,1,6
14699,122,1,109.13000000000001,0,0,1,1,1,0
14700,97,2,1541.1,2,1,2,0,1,6
14701,80,7,1941.43,3,1,0,0,0,1
14702,24,9,1651.25,3,1,0,0,0,5
14704,50,2,207.5,1,0,2,1,1,6
14705,106,1,179.0,0,0,2,1,1,0
14708,62,2,701.1800000000001,1,0,2,0,0,6
14709,1,9,3952.7400000000002,3,1,0,0,0,2
14711,17,8,2056.73,3,1,0,0,0,5
14712,20,1,115.72,1,0,2,1,1,0
14713,7,9,2029.61,3,1,0,0,0,2
14715,2,3,594.75,2,1,2,0,0,4
14716,56,1,181.72,0,0,2,1,1,0
14719,87,2,488.12,1,0,2,0,1,6
14720,34,1,155.8,1,0,2,1,1,0
14722,55,1,180.42000000000002,0,0,2,1,1,0
14723,266,3,455.65,1,0,1,1,1,4
14727,182,1,268.58,0,0,1,1,1,3
14729,281,1,313.49,0,0,1,1,1,3
14730,15,5,872.13,3,1,0,0,0,5
14731,113,2,251.01999999999998,1,0,2,1,1,6
14732,51,5,1618.3,2,1,0,0,0,5
14733,18,11,9044.2,3,1,0,0,0,2
14735,7,23,3595.71,3,1,0,0,0,2
14737,36,2,1081.75,2,1,2,0,0,6
14738,41,5,757.6500000000001,2,1,0,0,0,5
14739,2,4,2247.58,3,1,0,0,0,7
14740,105,3,1448.21,2,1,2,0,0,4
14741,21,4,864.96,2,1,2,0,0,7
14744,205,5,928.03,2,0,1,1,1,1
14745,20,5,1220.26,3,1,0,0,0,5
14747,157,1,328.2,0,0,1,1,1,3
14748,31,4,1118.77,2,1,0,0,0,7
14754,203,1,228.26999999999998,0,0,1,1,1,3
14755,20,7,2867.6800000000003,3,1,0,0,0,5
14758,52,4,1484.06,2,1,0,0,0,7
14759,20,2,870.85,2,1,2,0,0,6
14760,205,1,89.2,0,0,1,1,1,3
14761,242,1,97.5,0,0,1,1,1,3
14762,171,1,300.52,0,0,1,1,1,3
14765,20,2,95.5,1,0,2,1,1,6
14766,76,4,1531.32,2,1,0,0,0,7
14768,35,1,133.20000000000002,1,0,2,1,1,0
14769,16,6,6284.84,3,1,0,0,0,5
14770,140,2,876.42,1,0,2,1,1,6
14772,20,1,139.26,1,0,2,1,1,0
14775,45,2,701.46,2,1,2,0,0,6
14776,13,8,1862.22,3,1,0,0,0,5
14778,35,2,730.86,2,1,2,0,0,6
14779,188,3,386.15,1,0,1,1,1,4
14782,227,1,200.10000000000002,0,0,1,1,1,3
14784,231,1,114.68,0,0,1,1,1,3
14790,27,2,364.04,1,0,2,0,0,6
14794,111,4,679.54,1,1,2,0,0,7
14795,74,1,131.45000000000002,0,0,2,1,1,0
14796,2,14,6581.18,3,1,0,0,0,2
14798,52,2,97.4,1,0,2,1,1,6
14800,17,9,3832.49,3,1,0,0,0,5
14803,70,3,845.55,2,1,2,0,0,4
14805,221,1,109.25,0,0,1,1,1,3
14808,52,6,1833.82,3,1,0,0,0,5
14810,11,10,1866.78,3,1,0,0,0,2
14813,277,2,152.88,0,0,1,1,1,6
14816,105,1,271.85,0,0,2,1,1,0
14817,108,2,1010.34,1,0,2,0,1,6
14818,77,2,409.63,1,0,2,1,1,6
14819,100,1,84.72,0,0,1,1,1,0
14820,81,1,139.77,0,0,2,1,1,0
14821,274,1,48.800000000000004,0,0,1,1,1,3
14823,88,3,321.43,1,0,2,1,0,4
14825,35,7,1333.47,3,1,0,0,0,5
14828,104,3,2139.76,2,1,0,0,0,4
14829,92,3,531.63,2,0,2,0,0,4
14834,28,2,429.3,2,0,2,0,0,6
14837,13,3,1345.56,3,1,2,0,0,4
14840,175,1,62.85,0,0,1,1,1,3
14841,87,4,2375.57,2,1,0,0,0,7
14842,3,3,1901.52,3,1,0,0,0,4
14844,31,3,2257.6800000000003,3,1,0,0,0,4
14847,56,1,309.4,1,0,2,1,1,0
14849,3,17,5784.53,3,1,0,0,0,2
14850,219,1,325.75,0,0,1,1,1,3
14851,164,1,206.13,0,0,1,1,1,3
14852,4,5,2188.42,3,1,0,0,0,5
14853,119,1,214.5,0,0,1,1,1,0
14854,41,6,2281.83,3,1,0,0,0,5
14855,27,2,645.65,2,1,2,0,0,6
14857,56,1,522.52,1,0,2,1,0,0
14859,112,1,296.86,0,0,2,1,1,0
14862,56,1,304.09999999999997,1,0,2,1,1,0
14865,280,1,37.2,0,0,1,1,1,3
14866,13,3,1127.4,3,1,2,0,0,4
14867,93,3,710.28,2,1,2,0,0,4
14868,28,4,1297.07,2,1,0,0,0,7
14869,11,1,387.06,1,0,2,0,0,0
14870,169,1,327.25,0,0,1,1,1,3
14871,86,3,335.3,1,0,2,1,0,4
14873,118,1,519.68,1,0,2,1,1,0
14875,15,2,1465.3200000000002,2,1,2,0,0,6
14878,81,6,1083.02,2,1,0,0,0,1
14880,93,2,347.67,1,0,2,1,1,6
14883,71,2,358.48,1,0,2,1,0,6
14885,39,1,765.3199999999999,1,0,2,0,0,0
14886,160,1,364.8,0,0,1,1,1,3
14888,115,1,369.2,0,0,2,1,1,0
14889,244,1,135.9,0,0,1,1,1,3
14890,161,1,125.65,0,0,1,1,1,3
14891,56,2,554.38,1,0,2,0,0,6
14895,18,10,6081.71,3,1,0,0,0,5
14896,112,2,468.77000000000004,1,0,2,0,1,6
14897,204,1,175.5,0,0,1,1,1,3
14898,42,5,991.18,3,1,0,0,0,5
14901,9,5,822.12,3,1,0,0,0,5
14903,32,4,2398.62,3,1,0,0,0,7
14905,65,2,616.15,1,0,2,0,0,6
14907,7,5,2608.18,3,1,0,0,0,5
14911,1,111,79478.79,3,1,0,0,0,2
14912,154,1,482.78999999999996,1,0,1,1,1,0
14913,91,3,917.15,2,1,2,0,0,4
14915,185,1,142.28,0,0,1,1,1,3
14916,1,3,967.76,3,1,2,0,0,4
14918,23,2,1610.15,2,1,2,0,0,6
14920,120,2,977.77,1,0,2,0,1,6
14921,109,1,903.01,1,0,2,1,1,0
14924,153,1,310.05,0,0,1,1,1,0
14930,16,3,2362.96,3,1,0,0,0,4
14931,114,2,536.0,1,0,2,0,1,6
14932,273,1,313.53,0,0,1,1,1,3
14934,190,1,828.84,1,0,1,1,1,3
14935,205,1,1784.71,1,0,1,1,1,3
14936,16,3,5072.88,3,1,0,0,0,4
14937,38,1,759.56,1,0,2,0,0,0
14944,2,7,3164.19,3,1,0,0,0,2
14947,38,1,178.5,1,0,2,1,1,0
14948,6,4,639.23,2,1,2,0,0,7
14952,114,7,3534.61,2,1,0,0,0,1
14957,161,1,58.49,0,0,1,1,1,0
14958,55,3,483.72999999999996,2,1,2,0,0,4
14959,17,3,537.32,2,1,2,0,0,4
14960,79,1,88.3,0,0,2,1,1,0
14961,62,6,3906.98,3,1,0,0,0,5
14962,178,1,126.7,0,0,1,1,1,3
14963,91,1,294.2,1,0,2,1,1,0
14964,155,1,206.21,0,0,1,1,1,0
14965,4,2,596.09,2,1,2,0,0,6
14970,45,3,1119.75,2,1,2,0,0,4
14972,36,1,114.77,1,0,2,1,1,0
14973,15,3,1314.45,3,1,2,0,0,4
14976,9,4,559.96,2,1,2,0,0,7
14978,143,4,1527.23,2,1,0,0,0,7
14981,154,1,102.12,0,0,1,1,1,0
14984,88,1,102.23,0,0,2,1,1,0
14985,106,2,292.01,1,0,2,1,1,6
14987,273,1,163.2,0,0,1,1,1,3
14988,119,1,334.54,0,0,2,1,1,0
14995,188,1,119.31,0,0,1,1,1,3
14997,86,1,155.28,0,0,2,1,1,0
14998,78,2,414.87,1,0,2,1,1,6
15002,23,4,1641.76,2,1,0,0,0,7
15004,55,1,1220.77,1,0,2,0,1,0
15005,3,20,4507.55,3,1,0,0,0,2
15007,67,1,156.91,0,0,2,1,1,0
15012,281,1,188.56,0,0,1,1,1,3
15014,84,1,117.72999999999999,0,0,2,1,1,0
15016,80,1,170.04,0,0,2,1,1,0
15018,160,2,291.34000000000003,1,0,1,1,1,6
15019,174,1,252.81,0,0,1,1,1,3
15021,64,5,1080.23,2,1,0,0,0,1
15023,24,8,5027.97,3,1,0,0,0,5
15024,21,5,830.62,3,1,0,0,0,5
15026,148,2,230.78,1,0,1,1,1,6
15027,76,3,966.9699999999999,2,1,2,0,0,4
15028,276,1,185.97,0,0,1,1,1,3
15030,176,1,152.76,0,0,1,1,1,3
15031,18,2,261.79,2,0,2,0,0,6
15032,164,3,4959.1,2,1,0,1,1,4
15033,17,6,1608.95,3,1,0,0,0,5
15034,140,5,2640.38,2,1,0,0,0,1
15036,85,2,212.49,1,0,2,1,1,6
15038,95,4,497.7,2,1,2,0,0,7
15039,7,37,18062.28,3,1,0,0,0,2
15041,78,1,179.93,0,0,2,1,1,0
15042,107,1,135.93,0,0,1,1,1,0
15044,44,13,5152.68,3,1,0,0,0,5
15045,59,2,735.66,1,0,2,0,0,6
15046,4,11,3943.68,3,1,0,0,0,2
15047,177,1,343.62,0,0,1,1,1,3
15048,24,3,321.48,2,1,2,0,0,4
15049,181,1,121.17000000000002,0,0,1,1,1,3
15051,58,1,377.74,1,0,2,1,0,0
15052,227,1,207.73000000000002,0,0,1,1,1,3
15053,64,2,478.6,1,0,2,0,0,6
15057,183,2,1489.5,1,0,1,1,1,6
15058,32,7,1234.76,3,1,0,0,0,5
15059,15,7,1008.6,3,1,0,0,0,5
15061,35,37,36575.0,3,1,0,0,0,2
15062,125,3,814.04,2,0,2,1,1,4
15063,121,1,370.79999999999995,0,0,2,1,1,0
15065,72,3,2858.75,2,1,0,0,0,4
15067,190,1,848.05,1,0,1,1,1,3
15068,164,1,239.95999999999998,0,0,1,1,1,3
15069,87,1,1109.53,1,0,2,1,1,0
15070,280,1,106.2,0,0,1,1,1,3
15071,1,2,982.07,2,1,2,0,0,6
15073,93,2,861.96,2,0,2,0,1,6
15074,13,1,735.67,2,0,2,0,0,0
15076,80,1,880.85,1,0,2,1,1,0
15078,13,22,6702.59,3,1,0,0,0,2
15079,120,4,895.61,2,1,2,0,0,7
15081,116,2,248.05,1,0,2,1,1,6
15083,164,1,88.2,0,0,1,1,1,0
15087,189,1,306.94,0,0,1,1,1,3
15089,2,3,2036.28,3,1,0,0,0,4
15090,216,1,381.32,0,0,1,1,1,3
15092,123,2,457.81,1,0,2,0,1,6
15093,24,5,4027.1,3,1,0,0,0,5
15095,11,4,1370.6,3,1,0,0,0,7
15098,90,3,39916.5,2,1,0,0,1,4
15100,241,3,876.0,1,0,1,1,1,4
15101,267,1,102.28,0,0,1,1,1,3
15104,104,2,993.54,1,0,2,0,1,6
15105,42,1,532.98,1,0,2,0,0,0
15106,49,3,1032.83,2,1,2,0,0,4
15107,219,6,319.5,1,0,1,1,1,1
15108,49,3,1159.25,2,1,2,0,0,4
15109,153,1,484.95,1,0,1,1,1,0
15110,34,2,376.55,1,0,2,0,0,6
15111,280,1,288.5,0,0,1,1,1,3
15114,1,7,1678.97,3,1,0,0,0,5
15116,42,2,790.97,2,1,2,0,0,6
15117,28,2,675.73,2,1,2,0,0,6
15118,42,1,244.8,1,0,2,1,1,0
15119,153,1,266.4,0,0,1,1,1,0
15120,41,1,358.82,1,0,2,1,0,0
15121,196,1,295.15,0,0,1,1,1,3
15122,22,3,1633.78,2,1,0,0,0,4
15123,114,1,1069.47,1,0,2,1,1,0
15124,99,1,90.75,0,0,1,1,1,0
15125,21,12,10795.48,3,1,0,0,0,2
15128,34,3,1170.24,2,1,2,0,0,4
15129,14,10,2796.73,3,1,0,0,0,2
15130,77,1,330.11,1,0,2,1,1,0
15132,13,3,842.23,3,1,2,0,0,4
15133,35,3,982.42,2,1,2,0,0,4
15134,35,4,614.86,2,1,2,0,0,7
15135,147,1,139.05,0,0,1,1,1,0
15136,4,1,582.9,2,0,2,0,0,0
15139,147,2,178.96,0,0,1,1,1,6
15140,23,5,1728.11,3,1,0,0,0,5
15143,133,1,259.45,0,0,1,1,1,0
15144,0,10,3560.84,3,1,0,0,0,2
15145,135,2,724.03,1,0,2,1,1,6
15146,72,2,1327.16,2,1,2,0,0,6
15147,148,1,623.5,1,0,1,1,1,0
15149,41,1,520.8000000000001,1,0,2,0,0,0
15150,17,5,3569.62,3,1,0,0,0,5
15152,21,6,2383.21,3,1,0,0,0,5
15157,62,2,1505.37,2,1,2,0,0,6
15159,20,18,8969.97,3,1,0,0,0,2
15160,265,1,158.16,0,0,1,1,1,3
15163,100,1,155.0,0,0,2,1,1,0
15164,116,2,363.23,1,0,2,1,1,6
15165,281,1,487.75,0,0,1,1,1,3
15167,228,1,158.8,0,0,1,1,1,3
15171,239,1,1289.5,1,0,1,1,1,3
15172,43,3,886.74,2,1,2,0,0,4
15174,230,1,135.75,0,0,1,1,1,3
15178,168,1,40.5,0,0,1,1,1,0
15179,141,3,1455.12,2,1,2,1,1,4
15180,275,1,87.5,0,0,1,1,1,3
15181,83,2,434.99999999999994,1,0,2,0,1,6
15182,62,2,622.85,1,0,2,0,0,6
15184,98,1,235.23000000000002,0,0,2,1,1,0
15186,76,1,229.26,1,0,2,1,1,0
15187,4,5,1868.88,3,1,0,0,0,5
15189,1,32,12537.67,3,1,0,0,0,2
15192,27,3,1044.32,2,1,2,0,0,4
15194,34,11,4469.53,3,1,0,0,0,5
15197,160,2,773.25,1,0,1,1,1,6
15198,0,2,193.64,1,0,2,0,1,6
15199,2,3,967.75,3,1,2,0,0,4
15201,34,4,933.26,2,1,2,0,0,7
15203,13,4,1328.32,3,1,0,0,0,7
15204,265,1,316.58,0,0,1,1,1,3
15205,35,1,476.29999999999995,1,0,2,0,0,0
15206,7,3,236.7,2,1,2,0,0,4
15208,71,2,323.52,1,0,2,1,1,6
15210,133,1,331.18,0,0,1,1,1,0
15211,273,1,383.07,0,0,1,1,1,3
15212,149,1,101.8,0,0,1,1,1,0
15213,226,2,328.35,0,0,1,1,1,6
15214,91,2,651.63,1,0,2,0,1,6
15215,4,1,300.04,1,0,2,1,1,0
15218,24,8,3865.35,3,1,0,0,0,5
15219,84,1,305.75,1,0,2,1,1,0
15220,23,5,1284.05,3,1,0,0,0,5
15221,274,1,403.25,0,0,1,1,1,3
15222,226,1,585.0,0,0,1,1,1,3
15223,133,2,755.75,1,0,2,1,1,6
15224,266,2,322.08,0,0,1,1,1,6
15225,142,1,409.40000000000003,1,0,1,1,1,0
15226,218,1,154.41,0,0,1,1,1,3
15227,123,3,876.8199999999999,2,0,2,1,1,4
15228,37,3,2224.03,3,1,0,0,0,4
15230,147,2,429.6,1,0,1,1,1,6
15232,21,2,612.06,2,1,2,0,0,6
15234,184,1,197.0,0,0,1,1,1,3
15235,125,12,2247.51,2,1,0,0,0,1
15236,206,1,321.05,0,0,1,1,1,3
15237,111,2,1093.65,1,0,2,0,1,6
15238,3,2,772.78,2,1,2,0,0,6
15240,99,3,1045.38,2,1,2,0,0,4
15241,35,6,1344.86,3,1,0,0,0,5
15244,156,1,297.94,0,0,1,1,1,3
15245,42,3,2515.84,3,1,0,0,0,4
15246,146,2,514.15,1,0,1,1,1,6
15247,30,1,356.0,1,0,2,1,0,0
15249,15,10,5357.03,3,1,0,0,0,2
15251,14,7,7452.12,3,1,0,0,0,5
15252,91,1,300.55,1,0,2,1,1,0
15253,77,1,173.85,0,0,2,1,1,0
15254,35,1,300.36,1,0,2,1,0,0
15256,56,1,98.45,0,0,2,1,1,0
15257,191,1,317.15,0,0,1,1,1,3
15258,76,2,623.16,1,0,2,0,0,6
15260,8,7,1810.77,3,1,0,0,0,5
15261,43,1,254.82,1,0,2,1,1,0
15262,231,1,178.95000000000002,0,0,1,1,1,3
15263,14,1,156.51,1,0,2,1,1,0
15265,59,2,1506.1200000000001,2,1,2,0,0,6
15266,246,1,119.3,0,0,1,1,1,3
15267,63,2,1407.76,2,1,2,0,0,6
15270,25,5,1850.29,3,1,0,0,0,5
15271,2,10,1592.58,3,1,0,0,0,2
15279,262,1,290.51,0,0,1,1,1,3
15280,80,1,113.12,0,0,2,1,1,0
15281,44,8,2191.78,3,1,0,0,0,5
15288,63,4,2006.3600000000001,2,1,0,0,0,7
15289,45,2,697.98,2,1,2,0,0,6
15290,11,12,3392.5899999999997,3,1,0,0,0,2
15291,2,12,3685.02,3,1,0,0,0,2
15292,109,1,178.39,0,0,2,1,1,0
15296,17,5,2599.49,3,1,0,0,0,5
15298,0,7,3358.2200000000003,3,1,0,0,0,5
15299,72,5,3035.01,3,1,0,0,0,1
15301,21,9,3727.4,3,1,0,0,0,5
15303,198,1,574.02,0,0,1,1,1,3
15304,72,6,491.90000000000003,2,1,2,0,0,1
15306,0,2,657.07,2,1,2,0,0,6
15307,3,1,205.3,1,0,2,1,1,0
15308,182,1,310.47,0,0,1,1,1,3
15311,2,65,46020.75,3,1,0,0,0,2
15312,11,3,794.8,3,1,2,0,0,4
15313,18,1,52.0,1,0,2,1,1,0
15314,107,1,327.97,0,0,2,1,1,0
15315,24,1,233.54,1,0,2,1,1,0
15316,234,1,165.0,0,0,1,1,1,3
15319,191,1,204.5,0,0,1,1,1,3
15321,199,1,1159.47,1,0,1,1,1,3
15325,11,1,161.74,1,0,2,1,1,0
15326,241,1,311.71,0,0,1,1,1,3
15329,42,2,754.0,2,1,2,0,0,6
15332,274,4,1661.06,2,0,1,1,1,7
15333,116,1,1028.56,1,0,2,1,1,0
15334,64,3,350.82,1,0,2,0,0,4
15339,226,1,257.9,0,0,1,1,1,3
15342,37,1,406.09,1,0,2,1,0,0
15346,240,1,252.42000000000002,0,0,1,1,1,3
15347,274,1,201.60000000000002,0,0,1,1,1,3
15349,66,2,463.90999999999997,1,0,2,0,0,6
15350,281,1,115.65,0,0,1,1,1,3
15351,277,1,274.67,0,0,1,1,1,3
15353,162,2,770.12,1,0,1,1,1,6
15356,13,8,2231.17,3,1,0,0,0,5
